id,question,sparql,answer
8402,the largest city in Spanish West Indies,select  ?o    {    <http://dbpedia.org/resource/Spanish_West_Indies> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8403,the largest city in County of Luxemburg,select  ?o    {    <http://dbpedia.org/resource/County_of_Luxemburg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8404,the largest city in Republic of Molossia,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Molossia> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8405,the largest city in Zapotec civilization,select  ?o    {    <http://dbpedia.org/resource/Zapotec_civilization> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8406,the largest city in Oman proper,select  ?o    {    <http://dbpedia.org/resource/Oman_proper> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8407,the largest city in Hungarian Democratic Republic,select  ?o    {    <http://dbpedia.org/resource/Hungarian_Democratic_Republic> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8408,the largest city in Aceh Sultanate,select  ?o    {    <http://dbpedia.org/resource/Aceh_Sultanate> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8409,the largest city in Nieuwe Republiek,select  ?o    {    <http://dbpedia.org/resource/Nieuwe_Republiek> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8410,the largest city in County of Gorizia,select  ?o    {    <http://dbpedia.org/resource/County_of_Gorizia> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8411,the largest city in Kong Empire,select  ?o    {    <http://dbpedia.org/resource/Kong_Empire> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8412,the largest city in Kingdom of Georgia,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Georgia> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8413,the largest city in Thinite Confederacy,select  ?o    {    <http://dbpedia.org/resource/Thinite_Confederacy> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8414,the largest city in Grand Duchy of Berg,select  ?o    {    <http://dbpedia.org/resource/Grand_Duchy_of_Berg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8415,the largest city in Kuwait,select  ?o    {    <http://dbpedia.org/resource/Kuwait> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8416,the largest city in Syria,select  ?o    {    <http://dbpedia.org/resource/Syria> <http://dbpedia.org/ontology/largestCity>  ?o    },Damascus
8417,the largest city in Jordan,select  ?o    {    <http://dbpedia.org/resource/Jordan> <http://dbpedia.org/ontology/largestCity>  ?o    },Capital city
8418,the largest city in Iraq,select  ?o    {    <http://dbpedia.org/resource/Iraq> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8419,the largest city in Principality of Outer Baldonia,select  ?o    {    <http://dbpedia.org/resource/Principality_of_Outer_Baldonia> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8420,the largest city in Falkland Islands,select  ?o    {    <http://dbpedia.org/resource/Falkland_Islands> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8421,the largest city in Gibraltar,select  ?o    {    <http://dbpedia.org/resource/Gibraltar> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8422,the largest city in Principality of Anhalt-Aschersleben,select  ?o    {    <http://dbpedia.org/resource/Principality_of_Anhalt-Aschersleben> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8423,the largest city in Abkhaz Autonomous Soviet Socialist Republic,select  ?o    {    <http://dbpedia.org/resource/Abkhaz_Autonomous_Soviet_Socialist_Republic> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8424,the largest city in State of Bahrain,select  ?o    {    <http://dbpedia.org/resource/State_of_Bahrain> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8425,the largest city in Cascadia (independence movement),select  ?o    {    <http://dbpedia.org/resource/Cascadia_(independence_movement)> <http://dbpedia.org/ontology/largestCity>  ?o    },Seattle
8426,the largest city in Yan (Five Dynasties),select  ?o    {    <http://dbpedia.org/resource/Yan_(Five_Dynasties)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8427,the largest city in Duchy of Gascony,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Gascony> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8428,the largest city in Egypt,select  ?o    {    <http://dbpedia.org/resource/Egypt> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8429,the largest city in Duchy of Holstein,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Holstein> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8430,the largest city in Republic of Saugeais,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Saugeais> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8431,the largest city in Margraviate of Brandenburg,select  ?o    {    <http://dbpedia.org/resource/Margraviate_of_Brandenburg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8432,the largest city in Qatar,select  ?o    {    <http://dbpedia.org/resource/Qatar> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8433,the largest city in Bishopric of Merseburg,select  ?o    {    <http://dbpedia.org/resource/Bishopric_of_Merseburg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8434,the largest city in Dutch Malacca,select  ?o    {    <http://dbpedia.org/resource/Dutch_Malacca> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8435,the largest city in Portuguese Malacca,select  ?o    {    <http://dbpedia.org/resource/Portuguese_Malacca> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8436,the largest city in Tsardom of Russia,select  ?o    {    <http://dbpedia.org/resource/Tsardom_of_Russia> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8437,the largest city in Bishopric of Minden,select  ?o    {    <http://dbpedia.org/resource/Bishopric_of_Minden> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8438,the largest city in Landgraviate of Hesse-Darmstadt,select  ?o    {    <http://dbpedia.org/resource/Landgraviate_of_Hesse-Darmstadt> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8439,the largest city in Landgraviate of Hesse,select  ?o    {    <http://dbpedia.org/resource/Landgraviate_of_Hesse> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8440,the largest city in Malagasy Republic,select  ?o    {    <http://dbpedia.org/resource/Malagasy_Republic> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8441,the largest city in Galmudug,select  ?o    {    <http://dbpedia.org/resource/Galmudug> <http://dbpedia.org/ontology/largestCity>  ?o    },Dusmareb
8442,the largest city in Talossa,select  ?o    {    <http://dbpedia.org/resource/Talossa> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8443,the largest city in Pridnestrovian Moldavian Soviet Socialist Republic,select  ?o    {    <http://dbpedia.org/resource/Pridnestrovian_Moldavian_Soviet_Socialist_Republic> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8444,the largest city in State of Burma,select  ?o    {    <http://dbpedia.org/resource/State_of_Burma> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8445,the largest city in British Military Administration (Malaya),select  ?o    {    <http://dbpedia.org/resource/British_Military_Administration_(Malaya)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8446,the largest city in Principality of Hungary,select  ?o    {    <http://dbpedia.org/resource/Principality_of_Hungary> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8447,the largest city in Federation of Ethiopia and Eritrea,select  ?o    {    <http://dbpedia.org/resource/Federation_of_Ethiopia_and_Eritrea> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8448,the largest city in Dutch Ceylon,select  ?o    {    <http://dbpedia.org/resource/Dutch_Ceylon> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8449,the largest city in Electorate of Bavaria,select  ?o    {    <http://dbpedia.org/resource/Electorate_of_Bavaria> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8450,the largest city in Murbach Abbey,select  ?o    {    <http://dbpedia.org/resource/Murbach_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8451,the largest city in Nineveh plains,select  ?o    {    <http://dbpedia.org/resource/Nineveh_plains> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8452,the largest city in Principality of Kiev,select  ?o    {    <http://dbpedia.org/resource/Principality_of_Kiev> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8453,the largest city in March of Tuscany,select  ?o    {    <http://dbpedia.org/resource/March_of_Tuscany> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8454,the largest city in Islamic State of Iraq and the Levant,select  ?o    {    <http://dbpedia.org/resource/Islamic_State_of_Iraq_and_the_Levant> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8455,the largest city in Socialist Soviet Republic of Abkhazia,select  ?o    {    <http://dbpedia.org/resource/Socialist_Soviet_Republic_of_Abkhazia> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8456,the largest city in List of Solesvara temples,select  ?o    {    <http://dbpedia.org/resource/List_of_Solesvara_temples> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8457,the largest city in Essen Abbey,select  ?o    {    <http://dbpedia.org/resource/Essen_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8458,the largest city in Madurai Nayak dynasty,select  ?o    {    <http://dbpedia.org/resource/Madurai_Nayak_dynasty> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8459,the largest city in Berchtesgaden Provostry,select  ?o    {    <http://dbpedia.org/resource/Berchtesgaden_Provostry> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8460,the largest city in Marmoutier Abbey Alsace,"select  ?o    {    <http://dbpedia.org/resource/Marmoutier_Abbey,_Alsace> <http://dbpedia.org/ontology/largestCity>  ?o    }",no answer found
8461,the largest city in Schuttern Abbey,select  ?o    {    <http://dbpedia.org/resource/Schuttern_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8462,the largest city in St. Ulrich's and St. Afra's Abbey (Augsburg),select  ?o    {    <http://dbpedia.org/resource/St._Ulrich's_and_St._Afra's_Abbey_(Augsburg)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8463,the largest city in Giudicato of Cagliari,select  ?o    {    <http://dbpedia.org/resource/Giudicato_of_Cagliari> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8464,the largest city in Israel,select  ?o    {    <http://dbpedia.org/resource/Israel> <http://dbpedia.org/ontology/largestCity>  ?o    },Capital city
8465,the largest city in Giudicato of Gallura,select  ?o    {    <http://dbpedia.org/resource/Giudicato_of_Gallura> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8466,the largest city in Ursberg Abbey,select  ?o    {    <http://dbpedia.org/resource/Ursberg_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8467,the largest city in Helmarshausen Abbey,select  ?o    {    <http://dbpedia.org/resource/Helmarshausen_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8468,the largest city in Collectivity of Saint Martin,select  ?o    {    <http://dbpedia.org/resource/Collectivity_of_Saint_Martin> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8469,the largest city in Sint Maarten,select  ?o    {    <http://dbpedia.org/resource/Sint_Maarten> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8470,the largest city in Kingdom of Egypt,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Egypt> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8471,the largest city in United Nations Transitional Authority in Cambodia,select  ?o    {    <http://dbpedia.org/resource/United_Nations_Transitional_Authority_in_Cambodia> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8472,the largest city in Cyme (Aeolis),select  ?o    {    <http://dbpedia.org/resource/Cyme_(Aeolis)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8473,the largest city in Provisional Government of Oregon,select  ?o    {    <http://dbpedia.org/resource/Provisional_Government_of_Oregon> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8474,the largest city in Yeke Kingdom,select  ?o    {    <http://dbpedia.org/resource/Yeke_Kingdom> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8475,the largest city in Principality of Reuss-Greiz,select  ?o    {    <http://dbpedia.org/resource/Principality_of_Reuss-Greiz> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8476,the largest city in Principality of Anhalt-Zerbst,select  ?o    {    <http://dbpedia.org/resource/Principality_of_Anhalt-Zerbst> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8477,the largest city in Socialist Republic of Slovenia,select  ?o    {    <http://dbpedia.org/resource/Socialist_Republic_of_Slovenia> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8478,the largest city in Memleben Abbey,select  ?o    {    <http://dbpedia.org/resource/Memleben_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8479,the largest city in Herrenalb Abbey,select  ?o    {    <http://dbpedia.org/resource/Herrenalb_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8480,the largest city in Republic of Reuss,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Reuss> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8481,the largest city in Armenia,select  ?o    {    <http://dbpedia.org/resource/Armenia> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8482,the largest city in Duchy of Courland and Semigallia (1918),select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Courland_and_Semigallia_(1918)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8483,the largest city in Free City of Danzig (Napoleonic),select  ?o    {    <http://dbpedia.org/resource/Free_City_of_Danzig_(Napoleonic)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8484,the largest city in Republic of Estonia (1918-1940),select  ?o    {    <http://dbpedia.org/resource/Republic_of_Estonia_(1918-1940)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8485,the largest city in Turkey,select  ?o    {    <http://dbpedia.org/resource/Turkey> <http://dbpedia.org/ontology/largestCity>  ?o    },Istanbul
8486,the largest city in Gold Coast (region),select  ?o    {    <http://dbpedia.org/resource/Gold_Coast_(region)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8487,the largest city in Kingdom of Elleore,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Elleore> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8488,the largest city in Odessa Soviet Republic,select  ?o    {    <http://dbpedia.org/resource/Odessa_Soviet_Republic> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8489,the largest city in Principality of Piombino,select  ?o    {    <http://dbpedia.org/resource/Principality_of_Piombino> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8490,the largest city in Wiblingen Abbey,select  ?o    {    <http://dbpedia.org/resource/Wiblingen_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8491,the largest city in Zamorin of Calicut,select  ?o    {    <http://dbpedia.org/resource/Zamorin_of_Calicut> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8492,the largest city in Bruneian Empire,select  ?o    {    <http://dbpedia.org/resource/Bruneian_Empire> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8493,the largest city in County of Guastalla,select  ?o    {    <http://dbpedia.org/resource/County_of_Guastalla> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8494,the largest city in March of the Nordgau,select  ?o    {    <http://dbpedia.org/resource/March_of_the_Nordgau> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8495,the largest city in Republic of Sonora,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Sonora> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8496,the largest city in Trans-Oconee Republic,select  ?o    {    <http://dbpedia.org/resource/Trans-Oconee_Republic> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8497,the largest city in Danish Realm,select  ?o    {    <http://dbpedia.org/resource/Danish_Realm> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8498,the largest city in Semiahmoo First Nation,select  ?o    {    <http://dbpedia.org/resource/Semiahmoo_First_Nation> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8499,the largest city in New Utopia,select  ?o    {    <http://dbpedia.org/resource/New_Utopia> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8500,the largest city in Marchtal Abbey,select  ?o    {    <http://dbpedia.org/resource/Marchtal_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8501,the largest city in Kingdom of Iceland,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Iceland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8502,the largest city in Kingdom of Croatia (Habsburg),select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Croatia_(Habsburg)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8503,the largest city in Dominica,select  ?o    {    <http://dbpedia.org/resource/Dominica> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8504,the largest city in County of Eberstein,select  ?o    {    <http://dbpedia.org/resource/County_of_Eberstein> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8505,the largest city in Bishopric of Havelberg,select  ?o    {    <http://dbpedia.org/resource/Bishopric_of_Havelberg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8506,the largest city in Maakhir,select  ?o    {    <http://dbpedia.org/resource/Maakhir> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8507,the largest city in Waldburg-Wolfegg,select  ?o    {    <http://dbpedia.org/resource/Waldburg-Wolfegg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8508,the largest city in Heggbach Abbey,select  ?o    {    <http://dbpedia.org/resource/Heggbach_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8509,the largest city in Emirate of Trarza,select  ?o    {    <http://dbpedia.org/resource/Emirate_of_Trarza> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8510,the largest city in Electorate of Baden,select  ?o    {    <http://dbpedia.org/resource/Electorate_of_Baden> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8511,the largest city in Afghan Interim Administration,select  ?o    {    <http://dbpedia.org/resource/Afghan_Interim_Administration> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8512,the largest city in Kingdom of Kakheti,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Kakheti> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8513,the largest city in County of Sargans,select  ?o    {    <http://dbpedia.org/resource/County_of_Sargans> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8514,the largest city in Anhalt-Harzgerode,select  ?o    {    <http://dbpedia.org/resource/Anhalt-Harzgerode> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8515,the largest city in Mamluk dynasty of Iraq,select  ?o    {    <http://dbpedia.org/resource/Mamluk_dynasty_of_Iraq> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8516,the largest city in Quedlinburg Abbey,select  ?o    {    <http://dbpedia.org/resource/Quedlinburg_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8517,the largest city in St. George's Abbey Isny,"select  ?o    {    <http://dbpedia.org/resource/St._George's_Abbey,_Isny> <http://dbpedia.org/ontology/largestCity>  ?o    }",no answer found
8518,the largest city in Abyei,select  ?o    {    <http://dbpedia.org/resource/Abyei> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8519,the largest city in Lindau Abbey,select  ?o    {    <http://dbpedia.org/resource/Lindau_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8520,the largest city in Nienburg Abbey,select  ?o    {    <http://dbpedia.org/resource/Nienburg_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8521,the largest city in County of Katzenelnbogen,select  ?o    {    <http://dbpedia.org/resource/County_of_Katzenelnbogen> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8522,the largest city in Falkland Islands Dependencies,select  ?o    {    <http://dbpedia.org/resource/Falkland_Islands_Dependencies> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8523,the largest city in Alash Autonomy,select  ?o    {    <http://dbpedia.org/resource/Alash_Autonomy> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8524,the largest city in Rot an der Rot Abbey,select  ?o    {    <http://dbpedia.org/resource/Rot_an_der_Rot_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8525,the largest city in Juliana Republic,select  ?o    {    <http://dbpedia.org/resource/Juliana_Republic> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8526,the largest city in Gandersheim Abbey,select  ?o    {    <http://dbpedia.org/resource/Gandersheim_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8527,the largest city in Herford Abbey,select  ?o    {    <http://dbpedia.org/resource/Herford_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8528,the largest city in Remiremont Abbey,select  ?o    {    <http://dbpedia.org/resource/Remiremont_Abbey> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8529,the largest city in Pale of Calais,select  ?o    {    <http://dbpedia.org/resource/Pale_of_Calais> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8530,the largest city in County of Tecklenburg,select  ?o    {    <http://dbpedia.org/resource/County_of_Tecklenburg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8531,the largest city in Darfur Regional Authority,select  ?o    {    <http://dbpedia.org/resource/Darfur_Regional_Authority> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8532,the largest city in Emirate of Afghanistan,select  ?o    {    <http://dbpedia.org/resource/Emirate_of_Afghanistan> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8533,the largest city in County of Baden,select  ?o    {    <http://dbpedia.org/resource/County_of_Baden> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8534,the largest city in Republic of Bouillon,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Bouillon> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8535,the largest city in Prince-Bishopric of Basel,select  ?o    {    <http://dbpedia.org/resource/Prince-Bishopric_of_Basel> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8536,the largest city in Prince-Bishopric of Paderborn,select  ?o    {    <http://dbpedia.org/resource/Prince-Bishopric_of_Paderborn> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8537,the largest city in Royal Lao Government in Exile,select  ?o    {    <http://dbpedia.org/resource/Royal_Lao_Government_in_Exile> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8538,the largest city in Prince-Bishopric of Augsburg,select  ?o    {    <http://dbpedia.org/resource/Prince-Bishopric_of_Augsburg> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8539,the largest city in Metsepole,select  ?o    {    <http://dbpedia.org/resource/Metsepole> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8540,the largest city in Republic of Lakotah,select  ?o    {    <http://dbpedia.org/resource/Republic_of_Lakotah> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8541,the largest city in Duchy of Troppau,select  ?o    {    <http://dbpedia.org/resource/Duchy_of_Troppau> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8542,the largest city in Kirghiz Soviet Socialist Republic,select  ?o    {    <http://dbpedia.org/resource/Kirghiz_Soviet_Socialist_Republic> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8543,the largest city in Corsican Republic,select  ?o    {    <http://dbpedia.org/resource/Corsican_Republic> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8544,the largest city in Kingdom of East Anglia,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_East_Anglia> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8545,the largest city in Government of National Unity (Hungary),select  ?o    {    <http://dbpedia.org/resource/Government_of_National_Unity_(Hungary)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8546,the largest city in Middle Saxons,select  ?o    {    <http://dbpedia.org/resource/Middle_Saxons> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8547,the largest city in Principality of Novgorod-Seversk,select  ?o    {    <http://dbpedia.org/resource/Principality_of_Novgorod-Seversk> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8548,the largest city in Principality of Pereyaslavl,select  ?o    {    <http://dbpedia.org/resource/Principality_of_Pereyaslavl> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8549,the largest city in Principality of Murom,select  ?o    {    <http://dbpedia.org/resource/Principality_of_Murom> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8550,the largest city in Autonomous Province of Kosovo and Metohija,select  ?o    {    <http://dbpedia.org/resource/Autonomous_Province_of_Kosovo_and_Metohija> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8551,the largest city in Italian Tripolitania,select  ?o    {    <http://dbpedia.org/resource/Italian_Tripolitania> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8552,the largest city in Italian Cyrenaica,select  ?o    {    <http://dbpedia.org/resource/Italian_Cyrenaica> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8553,the largest city in Euro gold and silver commemorative coins,select  ?o    {    <http://dbpedia.org/resource/Euro_gold_and_silver_commemorative_coins> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8554,the largest city in Provisional Administrative Entity of South Ossetia,select  ?o    {    <http://dbpedia.org/resource/Provisional_Administrative_Entity_of_South_Ossetia> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8555,the largest city in Cricket Samoa,select  ?o    {    <http://dbpedia.org/resource/Cricket_Samoa> <http://dbpedia.org/ontology/largestCity>  ?o    },"Apia, Samoa"
8556,the largest city in Kingdom of Vikesland,select  ?o    {    <http://dbpedia.org/resource/Kingdom_of_Vikesland> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8557,the largest city in Euro gold and silver commemorative coins (Belgium),select  ?o    {    <http://dbpedia.org/resource/Euro_gold_and_silver_commemorative_coins_(Belgium)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8558,the largest city in Euro gold and silver commemorative coins (Ireland),select  ?o    {    <http://dbpedia.org/resource/Euro_gold_and_silver_commemorative_coins_(Ireland)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8559,the largest city in Euro gold and silver commemorative coins (France),select  ?o    {    <http://dbpedia.org/resource/Euro_gold_and_silver_commemorative_coins_(France)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8560,the largest city in Bagratid Armenia,select  ?o    {    <http://dbpedia.org/resource/Bagratid_Armenia> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8561,the largest city in Euro gold and silver commemorative coins (Finland),select  ?o    {    <http://dbpedia.org/resource/Euro_gold_and_silver_commemorative_coins_(Finland)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8562,the largest city in Byzantine Empire,select  ?o    {    <http://dbpedia.org/resource/Byzantine_Empire> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8563,the largest city in Islands of Refreshment,select  ?o    {    <http://dbpedia.org/resource/Islands_of_Refreshment> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
8564,the largest city in Euro gold and silver commemorative coins (Spain),select  ?o    {    <http://dbpedia.org/resource/Euro_gold_and_silver_commemorative_coins_(Spain)> <http://dbpedia.org/ontology/largestCity>  ?o    },no answer found
